student_id,date,lecture_id,attendance,engagement_score
S0118,2025-11-17 13:55:37.168988,14,1,68
S0118,2025-11-18 13:55:37.168988,1,1,72
S0118,2025-11-19 13:55:37.168988,10,1,61
S0118,2025-11-20 13:55:37.168988,3,1,75
S0118,2025-11-21 13:55:37.168988,4,1,84
S0118,2025-11-22 13:55:37.168988,10,0,29
S0118,2025-11-23 13:55:37.168988,7,0,56
S0118,2025-11-24 13:55:37.168988,4,0,23
S0118,2025-11-25 13:55:37.168988,13,0,20
S0118,2025-11-26 13:55:37.168988,4,1,66
S0118,2025-11-27 13:55:37.168988,7,1,67
S0118,2025-11-28 13:55:37.168988,2,0,49
S0118,2025-11-29 13:55:37.168988,3,1,68
S0118,2025-11-30 13:55:37.168988,9,1,51
S0118,2025-12-01 13:55:37.168988,6,1,48
S0118,2025-12-02 13:55:37.168988,5,0,68
S0118,2025-12-03 13:55:37.168988,4,1,80
S0118,2025-12-04 13:55:37.168988,13,1,75
S0118,2025-12-05 13:55:37.168988,8,1,82
S0118,2025-12-06 13:55:37.168988,10,1,57
S0118,2025-12-07 13:55:37.168988,9,1,82
S0118,2025-12-08 13:55:37.168988,2,0,57
S0118,2025-12-09 13:55:37.168988,9,0,59
S0118,2025-12-10 13:55:37.168988,10,1,85
S0118,2025-12-11 13:55:37.168988,13,1,76
S0118,2025-12-12 13:55:37.168988,13,1,76
S0118,2025-12-13 13:55:37.168988,5,1,59
S0118,2025-12-14 13:55:37.168988,14,1,74
S0118,2025-12-15 13:55:37.168988,2,1,65
S0118,2025-12-16 13:55:37.168988,5,1,57
S0118,2025-12-17 13:55:37.168988,13,0,32
S0118,2025-12-18 13:55:37.168988,4,1,85
S0118,2025-12-19 13:55:37.168988,11,1,48
S0118,2025-12-20 13:55:37.168988,9,1,56
S0118,2025-12-21 13:55:37.168988,7,0,28
S0118,2025-12-22 13:55:37.168988,12,1,48
S0118,2025-12-23 13:55:37.168988,10,0,39
S0118,2025-12-24 13:55:37.168988,10,0,43
S0118,2025-12-25 13:55:37.168988,1,1,54
S0118,2025-12-26 13:55:37.168988,8,1,68
S0118,2025-12-27 13:55:37.168988,1,0,59
S0118,2025-12-28 13:55:37.168988,9,0,50
S0118,2025-12-29 13:55:37.168988,6,1,63
S0118,2025-12-30 13:55:37.168988,8,0,42
S0118,2025-12-31 13:55:37.168988,2,1,58
S0118,2026-01-01 13:55:37.168988,12,0,49
S0118,2026-01-02 13:55:37.168988,11,1,79
S0118,2026-01-03 13:55:37.168988,10,0,23
S0118,2026-01-04 13:55:37.168988,10,0,40
S0118,2026-01-05 13:55:37.168988,9,1,69
S0118,2026-01-06 13:55:37.168988,2,1,81
S0118,2026-01-07 13:55:37.168988,3,0,60
S0118,2026-01-08 13:55:37.168988,9,1,74
S0118,2026-01-09 13:55:37.168988,6,1,52
S0118,2026-01-10 13:55:37.168988,9,1,79
S0118,2026-01-11 13:55:37.168988,2,1,61
S0118,2026-01-12 13:55:37.168988,14,1,51
S0118,2026-01-13 13:55:37.168988,7,1,82
S0118,2026-01-14 13:55:37.168988,12,1,62
S0118,2026-01-15 13:55:37.168988,3,0,33
S0118,2026-01-16 13:55:37.168988,2,1,47
S0119,2025-07-21 13:55:37.168988,5,1,31
S0119,2025-07-22 13:55:37.168988,6,1,51
S0119,2025-07-23 13:55:37.168988,11,1,41
S0119,2025-07-24 13:55:37.168988,3,0,37
S0119,2025-07-25 13:55:37.168988,10,1,32
S0119,2025-07-26 13:55:37.168988,12,1,30
S0119,2025-07-27 13:55:37.168988,14,1,42
S0119,2025-07-28 13:55:37.168988,10,1,49
S0119,2025-07-29 13:55:37.168988,3,1,46
S0119,2025-07-30 13:55:37.168988,1,0,5
S0119,2025-07-31 13:55:37.168988,11,1,44
S0119,2025-08-01 13:55:37.168988,8,1,56
S0119,2025-08-02 13:55:37.168988,7,1,22
S0119,2025-08-03 13:55:37.168988,5,0,8
S0119,2025-08-04 13:55:37.168988,4,1,48
S0119,2025-08-05 13:55:37.168988,1,0,31
S0119,2025-08-06 13:55:37.168988,4,0,0
S0119,2025-08-07 13:55:37.168988,10,1,54
S0119,2025-08-08 13:55:37.168988,2,1,31
S0119,2025-08-09 13:55:37.168988,6,1,29
S0119,2025-08-10 13:55:37.168988,10,1,39
S0119,2025-08-11 13:55:37.168988,12,0,16
S0119,2025-08-12 13:55:37.168988,12,0,21
S0119,2025-08-13 13:55:37.168988,7,1,38
S0119,2025-08-14 13:55:37.168988,6,1,53
S0119,2025-08-15 13:55:37.168988,13,0,7
S0119,2025-08-16 13:55:37.168988,12,1,25
S0119,2025-08-17 13:55:37.168988,9,1,27
S0119,2025-08-18 13:55:37.168988,14,1,33
S0119,2025-08-19 13:55:37.168988,10,1,31
S0119,2025-08-20 13:55:37.168988,13,1,46
S0119,2025-08-21 13:55:37.168988,11,1,43
S0119,2025-08-22 13:55:37.168988,12,1,38
S0119,2025-08-23 13:55:37.168988,9,1,38
S0119,2025-08-24 13:55:37.168988,2,1,51
S0119,2025-08-25 13:55:37.168988,13,1,45
S0119,2025-08-26 13:55:37.168988,8,1,27
S0119,2025-08-27 13:55:37.168988,10,1,29
S0119,2025-08-28 13:55:37.168988,7,1,28
S0119,2025-08-29 13:55:37.168988,6,1,50
S0119,2025-08-30 13:55:37.168988,6,1,32
S0119,2025-08-31 13:55:37.168988,13,1,18
S0119,2025-09-01 13:55:37.168988,9,0,13
S0119,2025-09-02 13:55:37.168988,9,1,29
S0119,2025-09-03 13:55:37.168988,8,0,11
S0119,2025-09-04 13:55:37.168988,13,1,50
S0119,2025-09-05 13:55:37.168988,11,0,14
S0119,2025-09-06 13:55:37.168988,11,1,52
S0119,2025-09-07 13:55:37.168988,12,0,18
S0119,2025-09-08 13:55:37.168988,14,1,37
S0119,2025-09-09 13:55:37.168988,12,1,25
S0119,2025-09-10 13:55:37.168988,7,1,34
S0119,2025-09-11 13:55:37.168988,12,1,44
S0119,2025-09-12 13:55:37.168988,6,1,49
S0119,2025-09-13 13:55:37.168988,10,1,25
S0119,2025-09-14 13:55:37.168988,11,1,47
S0119,2025-09-15 13:55:37.168988,6,1,33
S0119,2025-09-16 13:55:37.168988,8,1,53
S0119,2025-09-17 13:55:37.168988,3,0,28
S0119,2025-09-18 13:55:37.168988,13,1,20
S0119,2025-09-19 13:55:37.168988,10,1,46
S0119,2025-09-20 13:55:37.168988,9,1,33
S0119,2025-09-21 13:55:37.168988,13,1,57
S0119,2025-09-22 13:55:37.168988,8,1,51
S0119,2025-09-23 13:55:37.168988,10,1,35
S0119,2025-09-24 13:55:37.168988,14,0,31
S0119,2025-09-25 13:55:37.168988,2,0,2
S0119,2025-09-26 13:55:37.168988,3,1,21
S0119,2025-09-27 13:55:37.168988,11,1,43
S0119,2025-09-28 13:55:37.168988,1,1,21
S0119,2025-09-29 13:55:37.168988,5,0,10
S0119,2025-09-30 13:55:37.168988,12,1,40
S0119,2025-10-01 13:55:37.168988,10,1,30
S0119,2025-10-02 13:55:37.168988,9,1,50
S0119,2025-10-03 13:55:37.168988,10,1,27
S0119,2025-10-04 13:55:37.168988,8,0,8
S0119,2025-10-05 13:55:37.168988,14,1,27
S0119,2025-10-06 13:55:37.168988,2,0,29
S0119,2025-10-07 13:55:37.168988,12,1,18
S0119,2025-10-08 13:55:37.168988,5,1,56
S0119,2025-10-09 13:55:37.168988,11,1,29
S0119,2025-10-10 13:55:37.168988,2,1,51
S0119,2025-10-11 13:55:37.168988,1,1,31
S0119,2025-10-12 13:55:37.168988,6,1,44
S0119,2025-10-13 13:55:37.168988,9,1,18
S0119,2025-10-14 13:55:37.168988,5,1,18
S0119,2025-10-15 13:55:37.168988,6,1,43
S0119,2025-10-16 13:55:37.168988,14,1,20
S0119,2025-10-17 13:55:37.168988,12,0,13
S0119,2025-10-18 13:55:37.168988,6,1,23
S0119,2025-10-19 13:55:37.168988,5,1,50
S0119,2025-10-20 13:55:37.168988,7,1,32
S0119,2025-10-21 13:55:37.168988,14,0,2
S0119,2025-10-22 13:55:37.168988,8,1,39
S0119,2025-10-23 13:55:37.168988,5,0,25
S0119,2025-10-24 13:55:37.168988,14,0,38
S0119,2025-10-25 13:55:37.168988,7,1,28
S0119,2025-10-26 13:55:37.168988,3,1,40
S0119,2025-10-27 13:55:37.168988,1,1,25
S0119,2025-10-28 13:55:37.168988,14,1,32
S0119,2025-10-29 13:55:37.168988,9,0,23
S0119,2025-10-30 13:55:37.168988,4,0,39
S0119,2025-10-31 13:55:37.168988,1,1,39
S0119,2025-11-01 13:55:37.168988,12,1,53
S0119,2025-11-02 13:55:37.168988,2,0,23
S0119,2025-11-03 13:55:37.168988,11,1,19
S0119,2025-11-04 13:55:37.168988,10,0,0
S0119,2025-11-05 13:55:37.168988,10,1,31
S0119,2025-11-06 13:55:37.168988,7,1,28
S0119,2025-11-07 13:55:37.168988,11,1,39
S0119,2025-11-08 13:55:37.168988,14,0,29
S0119,2025-11-09 13:55:37.168988,10,1,28
S0119,2025-11-10 13:55:37.168988,3,1,32
S0119,2025-11-11 13:55:37.168988,12,1,35
S0119,2025-11-12 13:55:37.168988,2,0,10
S0119,2025-11-13 13:55:37.168988,8,1,44
S0119,2025-11-14 13:55:37.168988,3,1,37
S0119,2025-11-15 13:55:37.168988,5,1,29
S0119,2025-11-16 13:55:37.168988,6,1,53
S0119,2025-11-17 13:55:37.168988,6,0,20
S0119,2025-11-18 13:55:37.168988,10,1,23
S0119,2025-11-19 13:55:37.168988,5,1,47
S0119,2025-11-20 13:55:37.168988,7,0,15
S0119,2025-11-21 13:55:37.168988,8,1,26
S0119,2025-11-22 13:55:37.168988,12,1,55
S0119,2025-11-23 13:55:37.168988,11,1,57
S0119,2025-11-24 13:55:37.168988,10,1,42
S0119,2025-11-25 13:55:37.168988,12,1,37
S0119,2025-11-26 13:55:37.168988,6,1,49
S0119,2025-11-27 13:55:37.168988,13,0,20
S0119,2025-11-28 13:55:37.168988,6,0,22
S0119,2025-11-29 13:55:37.168988,10,1,50
S0119,2025-11-30 13:55:37.168988,3,1,46
S0119,2025-12-01 13:55:37.168988,6,1,50
S0119,2025-12-02 13:55:37.168988,8,1,18
S0119,2025-12-03 13:55:37.168988,14,1,32
S0119,2025-12-04 13:55:37.168988,7,1,38
S0119,2025-12-05 13:55:37.168988,5,1,26
S0119,2025-12-06 13:55:37.168988,11,0,11
S0119,2025-12-07 13:55:37.168988,4,1,55
S0119,2025-12-08 13:55:37.168988,4,1,38
S0119,2025-12-09 13:55:37.168988,5,1,41
S0119,2025-12-10 13:55:37.168988,10,1,34
S0119,2025-12-11 13:55:37.168988,4,1,40
S0119,2025-12-12 13:55:37.168988,4,0,16
S0119,2025-12-13 13:55:37.168988,14,0,36
S0119,2025-12-14 13:55:37.168988,9,1,31
S0119,2025-12-15 13:55:37.168988,12,0,20
S0119,2025-12-16 13:55:37.168988,10,1,56
S0119,2025-12-17 13:55:37.168988,8,1,57
S0119,2025-12-18 13:55:37.168988,9,0,34
S0119,2025-12-19 13:55:37.168988,12,1,38
S0119,2025-12-20 13:55:37.168988,12,1,26
S0119,2025-12-21 13:55:37.168988,3,1,55
S0119,2025-12-22 13:55:37.168988,4,1,20
S0119,2025-12-23 13:55:37.168988,1,1,51
S0119,2025-12-24 13:55:37.168988,5,0,33
S0119,2025-12-25 13:55:37.168988,14,1,50
S0119,2025-12-26 13:55:37.168988,4,1,55
S0119,2025-12-27 13:55:37.168988,3,1,19
S0119,2025-12-28 13:55:37.168988,4,1,22
S0119,2025-12-29 13:55:37.168988,13,1,31
S0119,2025-12-30 13:55:37.168988,12,0,26
S0119,2025-12-31 13:55:37.168988,11,1,32
S0119,2026-01-01 13:55:37.168988,6,0,2
S0119,2026-01-02 13:55:37.168988,7,1,56
S0119,2026-01-03 13:55:37.168988,2,1,44
S0119,2026-01-04 13:55:37.168988,1,1,29
S0119,2026-01-05 13:55:37.168988,6,1,52
S0119,2026-01-06 13:55:37.168988,2,1,29
S0119,2026-01-07 13:55:37.168988,4,1,52
S0119,2026-01-08 13:55:37.168988,4,0,6
S0119,2026-01-09 13:55:37.168988,4,1,57
S0119,2026-01-10 13:55:37.168988,5,1,30
S0119,2026-01-11 13:55:37.168988,8,1,22
S0119,2026-01-12 13:55:37.168988,10,1,35
S0119,2026-01-13 13:55:37.168988,13,1,56
S0119,2026-01-14 13:55:37.168988,9,1,21
S0119,2026-01-15 13:55:37.168988,9,1,26
S0119,2026-01-16 13:55:37.168988,2,1,24
S0120,2025-07-21 13:55:37.168988,3,0,71
S0120,2025-07-22 13:55:37.168988,4,0,45
S0120,2025-07-23 13:55:37.168988,1,1,102
S0120,2025-07-24 13:55:37.168988,9,0,53
S0120,2025-07-25 13:55:37.168988,7,0,50
S0120,2025-07-26 13:55:37.168988,13,0,76
S0120,2025-07-27 13:55:37.168988,14,1,86
S0120,2025-07-28 13:55:37.168988,13,0,51
S0120,2025-07-29 13:55:37.168988,4,1,86
S0120,2025-07-30 13:55:37.168988,12,1,84
S0120,2025-07-31 13:55:37.168988,4,1,90
S0120,2025-08-01 13:55:37.168988,3,1,83
S0120,2025-08-02 13:55:37.168988,11,1,84
S0120,2025-08-03 13:55:37.168988,13,1,91
S0120,2025-08-04 13:55:37.168988,2,1,94
S0120,2025-08-05 13:55:37.168988,11,1,66
S0120,2025-08-06 13:55:37.168988,12,1,75
S0120,2025-08-07 13:55:37.168988,5,1,69
S0120,2025-08-08 13:55:37.168988,12,1,99
S0120,2025-08-09 13:55:37.168988,7,1,86
S0120,2025-08-10 13:55:37.168988,1,1,68
S0120,2025-08-11 13:55:37.168988,3,1,65
S0120,2025-08-12 13:55:37.168988,14,1,86
S0120,2025-08-13 13:55:37.168988,12,1,89
S0120,2025-08-14 13:55:37.168988,13,0,65
S0120,2025-08-15 13:55:37.168988,8,1,74
S0120,2025-08-16 13:55:37.168988,14,0,41
S0120,2025-08-17 13:55:37.168988,10,1,70
S0120,2025-08-18 13:55:37.168988,2,1,101
S0120,2025-08-19 13:55:37.168988,4,0,43
S0120,2025-08-20 13:55:37.168988,13,0,76
S0120,2025-08-21 13:55:37.168988,5,0,75
S0120,2025-08-22 13:55:37.168988,14,0,60
S0120,2025-08-23 13:55:37.168988,2,1,87
S0120,2025-08-24 13:55:37.168988,7,0,46
S0120,2025-08-25 13:55:37.168988,4,0,48
S0120,2025-08-26 13:55:37.168988,6,1,84
S0120,2025-08-27 13:55:37.168988,14,0,52
S0120,2025-08-28 13:55:37.168988,3,1,96
S0120,2025-08-29 13:55:37.168988,7,1,77
S0120,2025-08-30 13:55:37.168988,8,1,66
S0120,2025-08-31 13:55:37.168988,12,1,66
S0120,2025-09-01 13:55:37.168988,10,0,42
S0120,2025-09-02 13:55:37.168988,13,1,79
S0120,2025-09-03 13:55:37.168988,2,0,47
S0120,2025-09-04 13:55:37.168988,14,0,40
S0120,2025-09-05 13:55:37.168988,13,0,42
S0120,2025-09-06 13:55:37.168988,3,0,68
S0120,2025-09-07 13:55:37.168988,10,1,80
S0120,2025-09-08 13:55:37.168988,11,1,90
S0120,2025-09-09 13:55:37.168988,4,0,62
S0120,2025-09-10 13:55:37.168988,7,1,93
S0120,2025-09-11 13:55:37.168988,3,0,52
S0120,2025-09-12 13:55:37.168988,9,1,74
S0120,2025-09-13 13:55:37.168988,13,1,88
S0120,2025-09-14 13:55:37.168988,13,1,72
S0120,2025-09-15 13:55:37.168988,3,0,45
S0120,2025-09-16 13:55:37.168988,1,0,62
S0120,2025-09-17 13:55:37.168988,14,1,93
S0120,2025-09-18 13:55:37.168988,5,0,73
S0120,2025-09-19 13:55:37.168988,1,1,98
S0120,2025-09-20 13:55:37.168988,7,1,101
S0120,2025-09-21 13:55:37.168988,3,1,73
S0120,2025-09-22 13:55:37.168988,6,1,99
S0120,2025-09-23 13:55:37.168988,10,1,93
S0120,2025-09-24 13:55:37.168988,7,1,103
S0120,2025-09-25 13:55:37.168988,10,1,88
S0120,2025-09-26 13:55:37.168988,8,1,81
S0120,2025-09-27 13:55:37.168988,4,0,52
S0120,2025-09-28 13:55:37.168988,8,1,91
S0120,2025-09-29 13:55:37.168988,12,1,71
S0120,2025-09-30 13:55:37.168988,10,1,69
S0120,2025-10-01 13:55:37.168988,9,1,75
S0120,2025-10-02 13:55:37.168988,10,0,85
S0120,2025-10-03 13:55:37.168988,7,1,97
S0120,2025-10-04 13:55:37.168988,10,1,102
S0120,2025-10-05 13:55:37.168988,12,1,91
S0120,2025-10-06 13:55:37.168988,3,1,74
S0120,2025-10-07 13:55:37.168988,8,1,84
S0120,2025-10-08 13:55:37.168988,5,1,84
S0120,2025-10-09 13:55:37.168988,1,1,73
S0120,2025-10-10 13:55:37.168988,8,1,95
S0120,2025-10-11 13:55:37.168988,14,1,79
S0120,2025-10-12 13:55:37.168988,1,1,68
S0120,2025-10-13 13:55:37.168988,6,1,66
S0120,2025-10-14 13:55:37.168988,14,1,71
S0120,2025-10-15 13:55:37.168988,8,1,101
S0120,2025-10-16 13:55:37.168988,13,1,70
S0120,2025-10-17 13:55:37.168988,2,1,97
S0120,2025-10-18 13:55:37.168988,10,1,99
S0120,2025-10-19 13:55:37.168988,10,1,100
S0120,2025-10-20 13:55:37.168988,3,0,61
S0120,2025-10-21 13:55:37.168988,1,1,79
S0120,2025-10-22 13:55:37.168988,2,1,83
S0120,2025-10-23 13:55:37.168988,10,1,81
S0120,2025-10-24 13:55:37.168988,5,1,69
S0120,2025-10-25 13:55:37.168988,10,1,101
S0120,2025-10-26 13:55:37.168988,12,1,85
S0120,2025-10-27 13:55:37.168988,13,1,76
S0120,2025-10-28 13:55:37.168988,2,1,74
S0120,2025-10-29 13:55:37.168988,3,1,67
S0120,2025-10-30 13:55:37.168988,6,0,62
S0120,2025-10-31 13:55:37.168988,5,1,68
S0120,2025-11-01 13:55:37.168988,10,1,102
S0120,2025-11-02 13:55:37.168988,2,1,84
S0120,2025-11-03 13:55:37.168988,6,1,90
S0120,2025-11-04 13:55:37.168988,11,1,101
S0120,2025-11-05 13:55:37.168988,10,1,96
S0120,2025-11-06 13:55:37.168988,13,1,93
S0120,2025-11-07 13:55:37.168988,6,1,98
S0120,2025-11-08 13:55:37.168988,9,1,86
S0120,2025-11-09 13:55:37.168988,4,1,101
S0120,2025-11-10 13:55:37.168988,12,1,70
S0120,2025-11-11 13:55:37.168988,13,0,67
S0120,2025-11-12 13:55:37.168988,9,0,47
S0120,2025-11-13 13:55:37.168988,9,0,80
S0120,2025-11-14 13:55:37.168988,13,1,80
S0120,2025-11-15 13:55:37.168988,2,1,84
S0120,2025-11-16 13:55:37.168988,3,1,101
S0120,2025-11-17 13:55:37.168988,3,1,66
S0120,2025-11-18 13:55:37.168988,5,1,71
S0120,2025-11-19 13:55:37.168988,14,1,103
S0120,2025-11-20 13:55:37.168988,14,1,85
S0120,2025-11-21 13:55:37.168988,5,0,55
S0120,2025-11-22 13:55:37.168988,11,1,78
S0120,2025-11-23 13:55:37.168988,1,1,78
S0120,2025-11-24 13:55:37.168988,2,1,82
S0120,2025-11-25 13:55:37.168988,3,1,67
S0120,2025-11-26 13:55:37.168988,5,1,66
S0120,2025-11-27 13:55:37.168988,11,1,68
S0120,2025-11-28 13:55:37.168988,10,1,81
S0120,2025-11-29 13:55:37.168988,7,0,63
S0120,2025-11-30 13:55:37.168988,6,1,77
S0120,2025-12-01 13:55:37.168988,9,1,96
S0120,2025-12-02 13:55:37.168988,10,1,89
S0120,2025-12-03 13:55:37.168988,7,1,76
S0120,2025-12-04 13:55:37.168988,8,1,79
S0120,2025-12-05 13:55:37.168988,12,0,67
S0120,2025-12-06 13:55:37.168988,14,1,85
S0120,2025-12-07 13:55:37.168988,5,1,78
S0120,2025-12-08 13:55:37.168988,14,1,96
S0120,2025-12-09 13:55:37.168988,7,1,64
S0120,2025-12-10 13:55:37.168988,12,1,72
S0120,2025-12-11 13:55:37.168988,2,1,65
S0120,2025-12-12 13:55:37.168988,13,0,65
S0120,2025-12-13 13:55:37.168988,1,0,65
S0120,2025-12-14 13:55:37.168988,6,0,67
S0120,2025-12-15 13:55:37.168988,5,1,85
S0120,2025-12-16 13:55:37.168988,11,1,83
S0120,2025-12-17 13:55:37.168988,12,1,99
S0120,2025-12-18 13:55:37.168988,6,1,70
S0120,2025-12-19 13:55:37.168988,9,1,94
S0120,2025-12-20 13:55:37.168988,13,1,68
S0120,2025-12-21 13:55:37.168988,10,1,94
S0120,2025-12-22 13:55:37.168988,1,1,100
S0120,2025-12-23 13:55:37.168988,6,1,67
S0120,2025-12-24 13:55:37.168988,5,1,95
S0120,2025-12-25 13:55:37.168988,4,1,100
S0120,2025-12-26 13:55:37.168988,7,0,70
S0120,2025-12-27 13:55:37.168988,7,1,101
S0120,2025-12-28 13:55:37.168988,14,1,75
S0120,2025-12-29 13:55:37.168988,11,1,79
S0120,2025-12-30 13:55:37.168988,8,1,96
S0120,2025-12-31 13:55:37.168988,3,0,61
S0120,2026-01-01 13:55:37.168988,2,0,53
S0120,2026-01-02 13:55:37.168988,5,1,83
S0120,2026-01-03 13:55:37.168988,5,1,69
S0120,2026-01-04 13:55:37.168988,13,1,101
S0120,2026-01-05 13:55:37.168988,12,1,73
S0120,2026-01-06 13:55:37.168988,9,0,69
S0120,2026-01-07 13:55:37.168988,10,0,78
S0120,2026-01-08 13:55:37.168988,13,1,96
S0120,2026-01-09 13:55:37.168988,4,1,96
S0120,2026-01-10 13:55:37.168988,14,1,70
S0120,2026-01-11 13:55:37.168988,1,1,89
S0120,2026-01-12 13:55:37.168988,11,1,71
S0120,2026-01-13 13:55:37.168988,1,0,81
S0120,2026-01-14 13:55:37.168988,12,0,81
S0120,2026-01-15 13:55:37.168988,6,1,90
S0120,2026-01-16 13:55:37.168988,14,1,73
S0121,2025-07-21 13:55:37.168988,3,1,48
S0121,2025-07-22 13:55:37.168988,11,1,42
S0121,2025-07-23 13:55:37.168988,11,0,24
S0121,2025-07-24 13:55:37.168988,13,1,62
S0121,2025-07-25 13:55:37.168988,5,1,60
S0121,2025-07-26 13:55:37.168988,8,1,48
S0121,2025-07-27 13:55:37.168988,1,1,43
S0121,2025-07-28 13:55:37.168988,6,1,24
S0121,2025-07-29 13:55:37.168988,13,0,19
S0121,2025-07-30 13:55:37.168988,9,1,27
S0121,2025-07-31 13:55:37.168988,9,1,40
S0121,2025-08-01 13:55:37.168988,8,1,55
S0121,2025-08-02 13:55:37.168988,8,1,35
S0121,2025-08-03 13:55:37.168988,3,1,49
S0121,2025-08-04 13:55:37.168988,4,1,50
S0121,2025-08-05 13:55:37.168988,6,1,31
S0121,2025-08-06 13:55:37.168988,7,1,39
S0121,2025-08-07 13:55:37.168988,1,0,13
S0121,2025-08-08 13:55:37.168988,6,0,26
S0121,2025-08-09 13:55:37.168988,10,1,37
S0121,2025-08-10 13:55:37.168988,3,1,35
S0121,2025-08-11 13:55:37.168988,9,1,59
S0121,2025-08-12 13:55:37.168988,8,1,29
S0121,2025-08-13 13:55:37.168988,10,1,58
S0121,2025-08-14 13:55:37.168988,10,1,48
S0121,2025-08-15 13:55:37.168988,8,1,50
S0121,2025-08-16 13:55:37.168988,14,1,35
S0121,2025-08-17 13:55:37.168988,7,1,25
S0121,2025-08-18 13:55:37.168988,13,1,46
S0121,2025-08-19 13:55:37.168988,12,1,62
S0121,2025-08-20 13:55:37.168988,4,1,56
S0121,2025-08-21 13:55:37.168988,9,1,40
S0121,2025-08-22 13:55:37.168988,1,1,54
S0121,2025-08-23 13:55:37.168988,7,0,13
S0121,2025-08-24 13:55:37.168988,12,1,31
S0121,2025-08-25 13:55:37.168988,2,1,32
S0121,2025-08-26 13:55:37.168988,10,1,27
S0121,2025-08-27 13:55:37.168988,10,1,56
S0121,2025-08-28 13:55:37.168988,11,0,8
S0121,2025-08-29 13:55:37.168988,3,0,6
S0121,2025-08-30 13:55:37.168988,13,1,25
S0121,2025-08-31 13:55:37.168988,14,1,24
S0121,2025-09-01 13:55:37.168988,13,1,25
S0121,2025-09-02 13:55:37.168988,5,0,0
S0121,2025-09-03 13:55:37.168988,4,1,41
S0121,2025-09-04 13:55:37.168988,9,0,12
S0121,2025-09-05 13:55:37.168988,2,1,36
S0121,2025-09-06 13:55:37.168988,4,1,42
S0121,2025-09-07 13:55:37.168988,13,1,56
S0121,2025-09-08 13:55:37.168988,3,1,30
S0121,2025-09-09 13:55:37.168988,4,0,24
S0121,2025-09-10 13:55:37.168988,14,0,27
S0121,2025-09-11 13:55:37.168988,2,1,62
S0121,2025-09-12 13:55:37.168988,1,1,47
S0121,2025-09-13 13:55:37.168988,3,1,43
S0121,2025-09-14 13:55:37.168988,1,1,55
S0121,2025-09-15 13:55:37.168988,6,0,29
S0121,2025-09-16 13:55:37.168988,13,1,48
S0121,2025-09-17 13:55:37.168988,13,1,29
S0121,2025-09-18 13:55:37.168988,6,0,33
S0121,2025-09-19 13:55:37.168988,11,1,59
S0121,2025-09-20 13:55:37.168988,8,0,29
S0121,2025-09-21 13:55:37.168988,1,1,58
S0121,2025-09-22 13:55:37.168988,14,1,24
S0121,2025-09-23 13:55:37.168988,5,0,0
S0121,2025-09-24 13:55:37.168988,14,1,51
S0121,2025-09-25 13:55:37.168988,13,1,49
S0121,2025-09-26 13:55:37.168988,12,1,39
S0121,2025-09-27 13:55:37.168988,6,0,14
S0121,2025-09-28 13:55:37.168988,9,1,47
S0121,2025-09-29 13:55:37.168988,10,1,25
S0121,2025-09-30 13:55:37.168988,12,1,32
S0121,2025-10-01 13:55:37.168988,2,1,25
S0121,2025-10-02 13:55:37.168988,2,1,42
S0121,2025-10-03 13:55:37.168988,10,0,28
S0121,2025-10-04 13:55:37.168988,12,1,23
S0121,2025-10-05 13:55:37.168988,5,1,30
S0121,2025-10-06 13:55:37.168988,9,1,58
S0121,2025-10-07 13:55:37.168988,6,1,57
S0121,2025-10-08 13:55:37.168988,4,0,12
S0121,2025-10-09 13:55:37.168988,11,1,56
S0121,2025-10-10 13:55:37.168988,5,1,52
S0121,2025-10-11 13:55:37.168988,3,1,60
S0121,2025-10-12 13:55:37.168988,7,1,59
S0121,2025-10-13 13:55:37.168988,2,1,59
S0121,2025-10-14 13:55:37.168988,12,1,52
S0121,2025-10-15 13:55:37.168988,3,1,26
S0121,2025-10-16 13:55:37.168988,4,1,54
S0121,2025-10-17 13:55:37.168988,2,1,62
S0121,2025-10-18 13:55:37.168988,9,1,56
S0121,2025-10-19 13:55:37.168988,5,1,42
S0121,2025-10-20 13:55:37.168988,9,0,0
S0121,2025-10-21 13:55:37.168988,7,1,54
S0121,2025-10-22 13:55:37.168988,12,0,16
S0121,2025-10-23 13:55:37.168988,1,1,44
S0121,2025-10-24 13:55:37.168988,13,1,56
S0121,2025-10-25 13:55:37.168988,7,0,21
S0121,2025-10-26 13:55:37.168988,13,1,62
S0121,2025-10-27 13:55:37.168988,14,1,49
S0121,2025-10-28 13:55:37.168988,7,1,23
S0121,2025-10-29 13:55:37.168988,5,1,37
S0121,2025-10-30 13:55:37.168988,2,1,59
S0121,2025-10-31 13:55:37.168988,11,0,12
S0121,2025-11-01 13:55:37.168988,4,1,38
S0121,2025-11-02 13:55:37.168988,7,0,45
S0121,2025-11-03 13:55:37.168988,8,0,14
S0121,2025-11-04 13:55:37.168988,6,0,45
S0121,2025-11-05 13:55:37.168988,4,1,33
S0121,2025-11-06 13:55:37.168988,8,1,31
S0121,2025-11-07 13:55:37.168988,2,1,41
S0121,2025-11-08 13:55:37.168988,13,1,51
S0121,2025-11-09 13:55:37.168988,7,1,49
S0121,2025-11-10 13:55:37.168988,14,1,30
S0121,2025-11-11 13:55:37.168988,12,1,37
S0121,2025-11-12 13:55:37.168988,4,1,40
S0121,2025-11-13 13:55:37.168988,3,0,31
