student_id,topic,question_count,date
S0126,Statistics,3,2025-09-21 13:55:37.168988
S0126,ML Basics,4,2025-11-07 13:55:37.168988
S0126,Deep Learning,2,2025-12-28 13:55:37.168988
S0126,NLP,4,2025-08-01 13:55:37.168988
S0126,Computer Vision,6,2025-09-05 13:55:37.168988
S0126,Optimization,5,2025-08-19 13:55:37.168988
S0127,Linear Algebra,1,2025-10-27 13:55:37.168988
S0127,Probability,2,2025-08-10 13:55:37.168988
S0127,Statistics,3,2025-11-12 13:55:37.168988
S0127,ML Basics,3,2025-11-24 13:55:37.168988
S0127,Deep Learning,5,2025-10-01 13:55:37.168988
S0127,NLP,3,2025-09-27 13:55:37.168988
S0127,Computer Vision,1,2025-10-25 13:55:37.168988
S0127,Optimization,8,2025-08-14 13:55:37.168988
S0128,Linear Algebra,4,2026-01-11 13:55:37.168988
S0128,Probability,3,2025-11-11 13:55:37.168988
S0128,Statistics,6,2025-10-05 13:55:37.168988
S0128,ML Basics,5,2025-12-18 13:55:37.168988
S0128,Deep Learning,4,2025-12-05 13:55:37.168988
S0128,NLP,3,2025-11-07 13:55:37.168988
S0128,Computer Vision,5,2025-10-08 13:55:37.168988
S0128,Optimization,5,2025-08-09 13:55:37.168988
S0129,Linear Algebra,4,2025-11-05 13:55:37.168988
S0129,Probability,2,2025-10-24 13:55:37.168988
S0129,Statistics,4,2025-10-24 13:55:37.168988
S0129,ML Basics,3,2025-12-19 13:55:37.168988
S0129,Deep Learning,1,2025-09-03 13:55:37.168988
S0129,NLP,3,2025-11-12 13:55:37.168988
S0129,Computer Vision,3,2025-12-14 13:55:37.168988
S0129,Optimization,3,2025-09-30 13:55:37.168988
S0130,Linear Algebra,7,2025-09-06 13:55:37.168988
S0130,Probability,3,2025-08-22 13:55:37.168988
S0130,Statistics,2,2025-11-10 13:55:37.168988
S0130,ML Basics,4,2025-09-27 13:55:37.168988
S0130,Deep Learning,4,2025-11-05 13:55:37.168988
S0130,NLP,1,2025-12-04 13:55:37.168988
S0130,Computer Vision,4,2025-10-31 13:55:37.168988
S0130,Optimization,1,2025-07-21 13:55:37.168988
S0131,Linear Algebra,9,2025-12-27 13:55:37.168988
S0131,Probability,4,2025-09-24 13:55:37.168988
S0131,Statistics,7,2025-12-11 13:55:37.168988
S0131,ML Basics,3,2025-12-04 13:55:37.168988
S0131,Deep Learning,5,2025-07-28 13:55:37.168988
S0131,NLP,6,2026-01-15 13:55:37.168988
S0131,Computer Vision,6,2025-12-01 13:55:37.168988
S0131,Optimization,2,2025-11-27 13:55:37.168988
S0132,Linear Algebra,0,2025-12-05 13:55:37.168988
S0132,Probability,4,2025-12-14 13:55:37.168988
S0132,Statistics,4,2025-10-31 13:55:37.168988
S0132,ML Basics,0,2025-12-13 13:55:37.168988
S0132,Deep Learning,2,2025-10-17 13:55:37.168988
S0132,NLP,2,2025-09-20 13:55:37.168988
S0132,Computer Vision,4,2025-10-25 13:55:37.168988
S0132,Optimization,9,2025-08-16 13:55:37.168988
S0133,Linear Algebra,2,2025-10-23 13:55:37.168988
S0133,Probability,2,2025-09-14 13:55:37.168988
S0133,Statistics,3,2025-11-10 13:55:37.168988
S0133,ML Basics,4,2025-08-28 13:55:37.168988
S0133,Deep Learning,5,2025-11-06 13:55:37.168988
S0133,NLP,0,2025-10-08 13:55:37.168988
S0133,Computer Vision,6,2025-11-22 13:55:37.168988
S0133,Optimization,4,2025-11-01 13:55:37.168988
S0134,Linear Algebra,7,2025-07-21 13:55:37.168988
S0134,Probability,2,2025-12-05 13:55:37.168988
S0134,Statistics,3,2025-11-05 13:55:37.168988
S0134,ML Basics,5,2025-08-06 13:55:37.168988
S0134,Deep Learning,2,2025-10-05 13:55:37.168988
S0134,NLP,3,2025-11-01 13:55:37.168988
S0134,Computer Vision,8,2025-10-20 13:55:37.168988
S0134,Optimization,4,2025-10-22 13:55:37.168988
S0135,Linear Algebra,5,2025-11-20 13:55:37.168988
S0135,Probability,4,2025-12-20 13:55:37.168988
S0135,Statistics,6,2025-12-14 13:55:37.168988
S0135,ML Basics,3,2025-11-13 13:55:37.168988
S0135,Deep Learning,4,2025-11-12 13:55:37.168988
S0135,NLP,3,2026-01-16 13:55:37.168988
S0135,Computer Vision,5,2025-08-16 13:55:37.168988
S0135,Optimization,0,2025-09-08 13:55:37.168988
S0136,Linear Algebra,5,2025-11-26 13:55:37.168988
S0136,Probability,6,2025-10-06 13:55:37.168988
S0136,Statistics,2,2025-12-03 13:55:37.168988
S0136,ML Basics,3,2025-10-31 13:55:37.168988
S0136,Deep Learning,7,2025-10-04 13:55:37.168988
S0136,NLP,2,2026-01-03 13:55:37.168988
S0136,Computer Vision,1,2026-01-01 13:55:37.168988
S0136,Optimization,5,2025-12-05 13:55:37.168988
S0137,Linear Algebra,5,2025-10-06 13:55:37.168988
S0137,Probability,0,2025-08-24 13:55:37.168988
S0137,Statistics,3,2025-10-15 13:55:37.168988
S0137,ML Basics,10,2025-11-13 13:55:37.168988
S0137,Deep Learning,4,2026-01-04 13:55:37.168988
S0137,NLP,5,2025-09-16 13:55:37.168988
S0137,Computer Vision,4,2025-09-12 13:55:37.168988
S0137,Optimization,3,2025-07-25 13:55:37.168988
S0138,Linear Algebra,0,2025-12-06 13:55:37.168988
S0138,Probability,4,2026-01-03 13:55:37.168988
S0138,Statistics,1,2025-08-09 13:55:37.168988
S0138,ML Basics,5,2025-12-12 13:55:37.168988
S0138,Deep Learning,0,2025-12-13 13:55:37.168988
S0138,NLP,6,2025-07-24 13:55:37.168988
S0138,Computer Vision,0,2025-08-26 13:55:37.168988
S0138,Optimization,1,2025-08-11 13:55:37.168988
S0139,Linear Algebra,3,2025-10-13 13:55:37.168988
S0139,Probability,5,2025-08-12 13:55:37.168988
S0139,Statistics,3,2025-11-20 13:55:37.168988
S0139,ML Basics,3,2025-11-28 13:55:37.168988
S0139,Deep Learning,6,2025-11-17 13:55:37.168988
S0139,NLP,6,2025-12-08 13:55:37.168988
S0139,Computer Vision,5,2026-01-13 13:55:37.168988
S0139,Optimization,5,2025-09-29 13:55:37.168988
S0140,Linear Algebra,5,2025-10-10 13:55:37.168988
S0140,Probability,6,2025-09-13 13:55:37.168988
S0140,Statistics,4,2026-01-01 13:55:37.168988
S0140,ML Basics,4,2025-07-25 13:55:37.168988
S0140,Deep Learning,5,2026-01-16 13:55:37.168988
S0140,NLP,6,2025-08-15 13:55:37.168988
S0140,Computer Vision,1,2025-12-22 13:55:37.168988
S0140,Optimization,4,2025-08-07 13:55:37.168988
S0141,Linear Algebra,3,2025-11-03 13:55:37.168988
S0141,Probability,5,2025-11-08 13:55:37.168988
S0141,Statistics,4,2025-08-09 13:55:37.168988
S0141,ML Basics,1,2025-08-12 13:55:37.168988
S0141,Deep Learning,6,2026-01-02 13:55:37.168988
S0141,NLP,7,2025-11-29 13:55:37.168988
S0141,Computer Vision,3,2025-11-12 13:55:37.168988
S0141,Optimization,1,2025-09-27 13:55:37.168988
S0142,Linear Algebra,3,2025-12-12 13:55:37.168988
S0142,Probability,2,2025-09-04 13:55:37.168988
S0142,Statistics,5,2025-11-03 13:55:37.168988
S0142,ML Basics,3,2025-09-20 13:55:37.168988
S0142,Deep Learning,6,2025-08-31 13:55:37.168988
S0142,NLP,1,2025-12-06 13:55:37.168988
S0142,Computer Vision,2,2025-10-01 13:55:37.168988
S0142,Optimization,2,2025-07-27 13:55:37.168988
S0143,Linear Algebra,2,2025-10-30 13:55:37.168988
S0143,Probability,1,2025-09-10 13:55:37.168988
S0143,Statistics,2,2025-09-17 13:55:37.168988
S0143,ML Basics,3,2025-11-27 13:55:37.168988
S0143,Deep Learning,4,2025-10-10 13:55:37.168988
S0143,NLP,7,2025-11-25 13:55:37.168988
S0143,Computer Vision,0,2025-11-04 13:55:37.168988
S0143,Optimization,2,2025-11-21 13:55:37.168988
S0144,Linear Algebra,4,2025-09-08 13:55:37.168988
S0144,Probability,3,2025-10-14 13:55:37.168988
S0144,Statistics,6,2025-08-18 13:55:37.168988
S0144,ML Basics,7,2025-11-13 13:55:37.168988
S0144,Deep Learning,6,2025-09-20 13:55:37.168988
S0144,NLP,7,2025-10-19 13:55:37.168988
S0144,Computer Vision,2,2025-10-09 13:55:37.168988
S0144,Optimization,8,2025-12-03 13:55:37.168988
S0145,Linear Algebra,6,2025-10-03 13:55:37.168988
S0145,Probability,5,2025-10-25 13:55:37.168988
S0145,Statistics,4,2025-09-07 13:55:37.168988
S0145,ML Basics,4,2025-11-12 13:55:37.168988
S0145,Deep Learning,9,2025-08-24 13:55:37.168988
S0145,NLP,3,2025-08-07 13:55:37.168988
S0145,Computer Vision,3,2025-12-31 13:55:37.168988
S0145,Optimization,2,2025-12-01 13:55:37.168988
S0146,Linear Algebra,3,2025-12-18 13:55:37.168988
S0146,Probability,4,2025-09-10 13:55:37.168988
S0146,Statistics,3,2025-09-02 13:55:37.168988
S0146,ML Basics,3,2025-11-09 13:55:37.168988
S0146,Deep Learning,3,2025-11-28 13:55:37.168988
S0146,NLP,4,2025-11-15 13:55:37.168988
S0146,Computer Vision,5,2025-09-15 13:55:37.168988
S0146,Optimization,4,2025-09-18 13:55:37.168988
S0147,Linear Algebra,10,2025-11-15 13:55:37.168988
S0147,Probability,5,2025-12-18 13:55:37.168988
S0147,Statistics,2,2025-07-28 13:55:37.168988
S0147,ML Basics,4,2025-10-28 13:55:37.168988
S0147,Deep Learning,3,2025-09-21 13:55:37.168988
S0147,NLP,0,2025-11-25 13:55:37.168988
S0147,Computer Vision,4,2025-11-29 13:55:37.168988
S0147,Optimization,7,2025-08-21 13:55:37.168988
S0148,Linear Algebra,2,2025-10-03 13:55:37.168988
S0148,Probability,3,2025-11-04 13:55:37.168988
S0148,Statistics,3,2025-12-15 13:55:37.168988
S0148,ML Basics,2,2025-10-12 13:55:37.168988
S0148,Deep Learning,2,2025-08-11 13:55:37.168988
S0148,NLP,2,2025-08-31 13:55:37.168988
S0148,Computer Vision,7,2025-08-21 13:55:37.168988
S0148,Optimization,2,2025-11-14 13:55:37.168988
S0149,Linear Algebra,7,2026-01-01 13:55:37.168988
S0149,Probability,1,2026-01-06 13:55:37.168988
S0149,Statistics,4,2025-08-17 13:55:37.168988
S0149,ML Basics,3,2025-10-06 13:55:37.168988
S0149,Deep Learning,3,2025-09-02 13:55:37.168988
S0149,NLP,5,2025-08-12 13:55:37.168988
S0149,Computer Vision,6,2025-11-16 13:55:37.168988
S0149,Optimization,4,2025-09-30 13:55:37.168988
S0150,Linear Algebra,5,2025-08-21 13:55:37.168988
S0150,Probability,3,2025-11-27 13:55:37.168988
S0150,Statistics,1,2025-11-19 13:55:37.168988
S0150,ML Basics,6,2025-11-28 13:55:37.168988
S0150,Deep Learning,3,2025-10-06 13:55:37.168988
S0150,NLP,1,2025-10-27 13:55:37.168988
S0150,Computer Vision,6,2026-01-13 13:55:37.168988
S0150,Optimization,3,2025-11-14 13:55:37.168988
S0151,Linear Algebra,5,2025-11-30 13:55:37.168988
S0151,Probability,7,2025-12-22 13:55:37.168988
S0151,Statistics,6,2026-01-14 13:55:37.168988
S0151,ML Basics,7,2025-09-20 13:55:37.168988
S0151,Deep Learning,2,2025-09-17 13:55:37.168988
S0151,NLP,5,2025-10-12 13:55:37.168988
S0151,Computer Vision,4,2026-01-12 13:55:37.168988
S0151,Optimization,7,2025-10-12 13:55:37.168988
S0152,Linear Algebra,4,2025-08-10 13:55:37.168988
S0152,Probability,2,2026-01-07 13:55:37.168988
S0152,Statistics,3,2025-09-14 13:55:37.168988
S0152,ML Basics,5,2026-01-04 13:55:37.168988
S0152,Deep Learning,2,2025-12-06 13:55:37.168988
S0152,NLP,2,2025-08-15 13:55:37.168988
S0152,Computer Vision,3,2025-10-28 13:55:37.168988
S0152,Optimization,2,2026-01-05 13:55:37.168988
S0153,Linear Algebra,8,2025-08-11 13:55:37.168988
S0153,Probability,6,2025-12-23 13:55:37.168988
S0153,Statistics,2,2025-09-17 13:55:37.168988
S0153,ML Basics,4,2025-09-19 13:55:37.168988
S0153,Deep Learning,6,2025-10-01 13:55:37.168988
S0153,NLP,9,2025-10-01 13:55:37.168988
S0153,Computer Vision,1,2025-08-16 13:55:37.168988
S0153,Optimization,5,2025-10-22 13:55:37.168988
S0154,Linear Algebra,3,2025-11-10 13:55:37.168988
S0154,Probability,7,2025-12-06 13:55:37.168988
S0154,Statistics,3,2025-11-11 13:55:37.168988
S0154,ML Basics,4,2025-09-13 13:55:37.168988
S0154,Deep Learning,3,2025-10-14 13:55:37.168988
S0154,NLP,5,2025-11-14 13:55:37.168988
S0154,Computer Vision,2,2025-09-19 13:55:37.168988
S0154,Optimization,4,2025-12-10 13:55:37.168988
S0155,Linear Algebra,3,2025-10-12 13:55:37.168988
S0155,Probability,3,2025-10-31 13:55:37.168988
S0155,Statistics,4,2026-01-02 13:55:37.168988
S0155,ML Basics,3,2025-12-03 13:55:37.168988
S0155,Deep Learning,7,2026-01-15 13:55:37.168988
S0155,NLP,2,2025-11-16 13:55:37.168988
S0155,Computer Vision,3,2025-11-11 13:55:37.168988
S0155,Optimization,6,2025-08-03 13:55:37.168988
S0156,Linear Algebra,2,2025-12-12 13:55:37.168988
S0156,Probability,5,2025-11-05 13:55:37.168988
S0156,Statistics,2,2025-08-06 13:55:37.168988
S0156,ML Basics,5,2025-07-29 13:55:37.168988
S0156,Deep Learning,4,2026-01-13 13:55:37.168988
S0156,NLP,3,2025-08-31 13:55:37.168988
S0156,Computer Vision,2,2025-12-17 13:55:37.168988
S0156,Optimization,2,2025-07-24 13:55:37.168988
S0157,Linear Algebra,3,2026-01-14 13:55:37.168988
S0157,Probability,3,2025-08-23 13:55:37.168988
S0157,Statistics,6,2025-09-11 13:55:37.168988
S0157,ML Basics,6,2025-10-04 13:55:37.168988
S0157,Deep Learning,3,2025-11-27 13:55:37.168988
S0157,NLP,4,2025-08-02 13:55:37.168988
S0157,Computer Vision,5,2025-10-15 13:55:37.168988
S0157,Optimization,5,2025-12-28 13:55:37.168988
S0158,Linear Algebra,3,2025-12-26 13:55:37.168988
S0158,Probability,1,2025-08-23 13:55:37.168988
S0158,Statistics,4,2025-10-11 13:55:37.168988
S0158,ML Basics,3,2025-07-31 13:55:37.168988
S0158,Deep Learning,2,2025-11-27 13:55:37.168988
S0158,NLP,6,2026-01-05 13:55:37.168988
S0158,Computer Vision,4,2025-09-19 13:55:37.168988
S0158,Optimization,3,2025-09-19 13:55:37.168988
S0159,Linear Algebra,4,2025-11-26 13:55:37.168988
S0159,Probability,6,2025-12-27 13:55:37.168988
S0159,Statistics,2,2025-09-04 13:55:37.168988
S0159,ML Basics,5,2025-11-01 13:55:37.168988
S0159,Deep Learning,2,2025-12-04 13:55:37.168988
S0159,NLP,6,2026-01-14 13:55:37.168988
S0159,Computer Vision,5,2025-10-22 13:55:37.168988
S0159,Optimization,1,2026-01-12 13:55:37.168988
S0160,Linear Algebra,5,2025-11-26 13:55:37.168988
S0160,Probability,2,2025-12-07 13:55:37.168988
S0160,Statistics,3,2026-01-09 13:55:37.168988
S0160,ML Basics,5,2026-01-04 13:55:37.168988
S0160,Deep Learning,3,2025-09-26 13:55:37.168988
S0160,NLP,4,2025-10-10 13:55:37.168988
S0160,Computer Vision,3,2025-12-25 13:55:37.168988
S0160,Optimization,2,2025-12-29 13:55:37.168988
S0161,Linear Algebra,3,2026-01-10 13:55:37.168988
S0161,Probability,6,2025-08-16 13:55:37.168988
S0161,Statistics,5,2025-11-11 13:55:37.168988
S0161,ML Basics,3,2025-11-16 13:55:37.168988
S0161,Deep Learning,5,2026-01-04 13:55:37.168988
S0161,NLP,3,2025-11-04 13:55:37.168988
S0161,Computer Vision,3,2025-12-31 13:55:37.168988
S0161,Optimization,3,2025-12-30 13:55:37.168988
S0162,Linear Algebra,5,2025-12-03 13:55:37.168988
S0162,Probability,11,2025-09-17 13:55:37.168988
S0162,Statistics,3,2025-08-28 13:55:37.168988
S0162,ML Basics,5,2026-01-01 13:55:37.168988
S0162,Deep Learning,1,2025-08-23 13:55:37.168988
S0162,NLP,6,2025-07-31 13:55:37.168988
S0162,Computer Vision,2,2025-12-27 13:55:37.168988
S0162,Optimization,5,2025-08-17 13:55:37.168988
S0163,Linear Algebra,3,2025-11-25 13:55:37.168988
S0163,Probability,3,2025-12-06 13:55:37.168988
S0163,Statistics,6,2025-12-23 13:55:37.168988
S0163,ML Basics,6,2025-11-06 13:55:37.168988
S0163,Deep Learning,3,2025-10-13 13:55:37.168988
S0163,NLP,3,2025-09-19 13:55:37.168988
S0163,Computer Vision,5,2025-08-08 13:55:37.168988
S0163,Optimization,4,2025-08-17 13:55:37.168988
S0164,Linear Algebra,3,2025-11-21 13:55:37.168988
S0164,Probability,4,2025-08-24 13:55:37.168988
S0164,Statistics,6,2025-09-05 13:55:37.168988
S0164,ML Basics,2,2025-11-08 13:55:37.168988
S0164,Deep Learning,3,2025-11-14 13:55:37.168988
S0164,NLP,4,2025-08-16 13:55:37.168988
S0164,Computer Vision,2,2025-10-02 13:55:37.168988
S0164,Optimization,4,2025-07-30 13:55:37.168988
S0165,Linear Algebra,2,2025-09-13 13:55:37.168988
S0165,Probability,2,2025-12-06 13:55:37.168988
S0165,Statistics,3,2026-01-14 13:55:37.168988
S0165,ML Basics,5,2025-11-14 13:55:37.168988
S0165,Deep Learning,7,2025-11-30 13:55:37.168988
S0165,NLP,7,2025-08-05 13:55:37.168988
S0165,Computer Vision,1,2025-11-30 13:55:37.168988
S0165,Optimization,5,2025-09-03 13:55:37.168988
S0166,Linear Algebra,4,2025-12-30 13:55:37.168988
S0166,Probability,5,2025-11-30 13:55:37.168988
S0166,Statistics,4,2025-12-27 13:55:37.168988
S0166,ML Basics,3,2025-12-01 13:55:37.168988
S0166,Deep Learning,3,2025-10-23 13:55:37.168988
S0166,NLP,3,2025-09-27 13:55:37.168988
S0166,Computer Vision,5,2025-12-03 13:55:37.168988
S0166,Optimization,6,2025-10-29 13:55:37.168988
S0167,Linear Algebra,3,2025-12-17 13:55:37.168988
S0167,Probability,2,2025-08-08 13:55:37.168988
S0167,Statistics,5,2025-07-25 13:55:37.168988
S0167,ML Basics,3,2025-12-23 13:55:37.168988
S0167,Deep Learning,2,2025-10-26 13:55:37.168988
S0167,NLP,1,2025-07-25 13:55:37.168988
S0167,Computer Vision,2,2025-10-09 13:55:37.168988
S0167,Optimization,4,2025-09-15 13:55:37.168988
S0168,Linear Algebra,2,2025-09-18 13:55:37.168988
S0168,Probability,1,2025-08-08 13:55:37.168988
S0168,Statistics,3,2026-01-16 13:55:37.168988
S0168,ML Basics,10,2025-12-14 13:55:37.168988
S0168,Deep Learning,4,2025-09-29 13:55:37.168988
S0168,NLP,8,2025-09-01 13:55:37.168988
S0168,Computer Vision,2,2025-08-01 13:55:37.168988
S0168,Optimization,4,2025-10-04 13:55:37.168988
S0169,Linear Algebra,5,2025-07-30 13:55:37.168988
S0169,Probability,2,2025-12-21 13:55:37.168988
S0169,Statistics,5,2025-07-31 13:55:37.168988
S0169,ML Basics,8,2025-08-06 13:55:37.168988
S0169,Deep Learning,8,2025-08-24 13:55:37.168988
S0169,NLP,2,2025-10-03 13:55:37.168988
S0169,Computer Vision,3,2026-01-12 13:55:37.168988
S0169,Optimization,4,2025-12-04 13:55:37.168988
S0170,Linear Algebra,5,2025-10-10 13:55:37.168988
S0170,Probability,7,2025-08-30 13:55:37.168988
S0170,Statistics,3,2025-08-08 13:55:37.168988
S0170,ML Basics,2,2025-10-04 13:55:37.168988
S0170,Deep Learning,7,2025-12-27 13:55:37.168988
S0170,NLP,0,2025-12-14 13:55:37.168988
S0170,Computer Vision,2,2025-10-29 13:55:37.168988
S0170,Optimization,4,2025-11-15 13:55:37.168988
S0171,Linear Algebra,5,2025-07-29 13:55:37.168988
S0171,Probability,3,2025-09-14 13:55:37.168988
S0171,Statistics,1,2025-12-26 13:55:37.168988
S0171,ML Basics,2,2025-11-11 13:55:37.168988
S0171,Deep Learning,3,2026-01-02 13:55:37.168988
S0171,NLP,7,2025-07-23 13:55:37.168988
S0171,Computer Vision,2,2025-11-19 13:55:37.168988
S0171,Optimization,5,2025-11-12 13:55:37.168988
S0172,Linear Algebra,7,2025-10-26 13:55:37.168988
S0172,Probability,0,2025-10-02 13:55:37.168988
S0172,Statistics,9,2025-07-28 13:55:37.168988
S0172,ML Basics,2,2025-12-31 13:55:37.168988
S0172,Deep Learning,1,2025-10-28 13:55:37.168988
S0172,NLP,8,2025-10-19 13:55:37.168988
S0172,Computer Vision,2,2025-08-08 13:55:37.168988
S0172,Optimization,7,2025-12-12 13:55:37.168988
S0173,Linear Algebra,3,2025-09-24 13:55:37.168988
S0173,Probability,6,2025-11-03 13:55:37.168988
S0173,Statistics,4,2025-11-15 13:55:37.168988
S0173,ML Basics,3,2025-09-21 13:55:37.168988
S0173,Deep Learning,3,2025-08-16 13:55:37.168988
S0173,NLP,2,2025-10-31 13:55:37.168988
S0173,Computer Vision,4,2025-08-27 13:55:37.168988
S0173,Optimization,8,2025-10-04 13:55:37.168988
S0174,Linear Algebra,2,2025-08-31 13:55:37.168988
S0174,Probability,5,2025-08-16 13:55:37.168988
S0174,Statistics,4,2026-01-10 13:55:37.168988
S0174,ML Basics,0,2026-01-08 13:55:37.168988
S0174,Deep Learning,5,2025-09-16 13:55:37.168988
S0174,NLP,8,2025-12-06 13:55:37.168988
S0174,Computer Vision,4,2025-08-08 13:55:37.168988
S0174,Optimization,2,2026-01-03 13:55:37.168988
S0175,Linear Algebra,5,2025-09-23 13:55:37.168988
S0175,Probability,5,2025-08-17 13:55:37.168988
S0175,Statistics,6,2025-11-21 13:55:37.168988
S0175,ML Basics,12,2025-11-15 13:55:37.168988
S0175,Deep Learning,6,2025-11-25 13:55:37.168988
S0175,NLP,3,2025-10-14 13:55:37.168988
S0175,Computer Vision,5,2025-10-22 13:55:37.168988
S0175,Optimization,5,2025-11-14 13:55:37.168988
S0176,Linear Algebra,2,2026-01-01 13:55:37.168988
S0176,Probability,3,2025-10-26 13:55:37.168988
S0176,Statistics,4,2025-10-16 13:55:37.168988
S0176,ML Basics,5,2026-01-02 13:55:37.168988
S0176,Deep Learning,5,2025-10-28 13:55:37.168988
S0176,NLP,5,2025-07-23 13:55:37.168988
S0176,Computer Vision,5,2025-07-31 13:55:37.168988
S0176,Optimization,2,2025-08-09 13:55:37.168988
S0177,Linear Algebra,3,2025-07-27 13:55:37.168988
S0177,Probability,2,2026-01-10 13:55:37.168988
S0177,Statistics,4,2025-12-21 13:55:37.168988
S0177,ML Basics,5,2025-07-23 13:55:37.168988
S0177,Deep Learning,5,2025-08-02 13:55:37.168988
S0177,NLP,4,2026-01-06 13:55:37.168988
S0177,Computer Vision,4,2025-11-12 13:55:37.168988
S0177,Optimization,7,2025-12-11 13:55:37.168988
S0178,Linear Algebra,2,2025-11-11 13:55:37.168988
S0178,Probability,3,2025-09-17 13:55:37.168988
S0178,Statistics,3,2025-08-20 13:55:37.168988
S0178,ML Basics,3,2025-12-31 13:55:37.168988
S0178,Deep Learning,3,2026-01-04 13:55:37.168988
S0178,NLP,4,2025-09-02 13:55:37.168988
S0178,Computer Vision,2,2025-10-05 13:55:37.168988
S0178,Optimization,8,2025-09-08 13:55:37.168988
S0179,Linear Algebra,2,2025-11-06 13:55:37.168988
S0179,Probability,4,2025-11-13 13:55:37.168988
S0179,Statistics,3,2025-09-10 13:55:37.168988
S0179,ML Basics,7,2026-01-15 13:55:37.168988
S0179,Deep Learning,3,2025-09-10 13:55:37.168988
S0179,NLP,2,2025-10-30 13:55:37.168988
S0179,Computer Vision,5,2025-10-26 13:55:37.168988
S0179,Optimization,6,2025-10-06 13:55:37.168988
S0180,Linear Algebra,3,2025-12-29 13:55:37.168988
S0180,Probability,4,2025-11-30 13:55:37.168988
S0180,Statistics,1,2025-09-14 13:55:37.168988
S0180,ML Basics,6,2025-10-11 13:55:37.168988
S0180,Deep Learning,3,2025-11-06 13:55:37.168988
S0180,NLP,2,2025-11-27 13:55:37.168988
S0180,Computer Vision,5,2025-08-04 13:55:37.168988
S0180,Optimization,1,2025-11-08 13:55:37.168988
S0181,Linear Algebra,7,2026-01-06 13:55:37.168988
S0181,Probability,3,2025-10-29 13:55:37.168988
S0181,Statistics,5,2025-12-26 13:55:37.168988
S0181,ML Basics,3,2025-11-19 13:55:37.168988
S0181,Deep Learning,5,2025-12-09 13:55:37.168988
S0181,NLP,3,2025-08-29 13:55:37.168988
S0181,Computer Vision,6,2025-07-21 13:55:37.168988
S0181,Optimization,6,2025-09-24 13:55:37.168988
S0182,Linear Algebra,2,2025-09-14 13:55:37.168988
S0182,Probability,6,2025-12-02 13:55:37.168988
S0182,Statistics,6,2025-10-12 13:55:37.168988
S0182,ML Basics,10,2025-09-15 13:55:37.168988
S0182,Deep Learning,2,2025-09-14 13:55:37.168988
S0182,NLP,5,2026-01-12 13:55:37.168988
S0182,Computer Vision,4,2025-08-22 13:55:37.168988
S0182,Optimization,6,2025-12-30 13:55:37.168988
S0183,Linear Algebra,3,2025-11-03 13:55:37.168988
S0183,Probability,5,2026-01-08 13:55:37.168988
S0183,Statistics,3,2025-11-24 13:55:37.168988
S0183,ML Basics,1,2025-08-28 13:55:37.168988
S0183,Deep Learning,5,2025-08-20 13:55:37.168988
S0183,NLP,4,2025-08-29 13:55:37.168988
S0183,Computer Vision,9,2025-09-08 13:55:37.168988
S0183,Optimization,6,2025-10-01 13:55:37.168988
S0184,Linear Algebra,3,2025-12-26 13:55:37.168988
S0184,Probability,0,2026-01-11 13:55:37.168988
S0184,Statistics,3,2025-12-25 13:55:37.168988
S0184,ML Basics,10,2025-10-02 13:55:37.168988
S0184,Deep Learning,5,2025-09-04 13:55:37.168988
S0184,NLP,2,2025-10-15 13:55:37.168988
S0184,Computer Vision,5,2026-01-15 13:55:37.168988
S0184,Optimization,2,2025-12-05 13:55:37.168988
S0185,Linear Algebra,6,2025-11-20 13:55:37.168988
S0185,Probability,1,2025-10-30 13:55:37.168988
S0185,Statistics,6,2025-08-01 13:55:37.168988
S0185,ML Basics,9,2025-11-19 13:55:37.168988
S0185,Deep Learning,2,2025-08-27 13:55:37.168988
S0185,NLP,3,2026-01-06 13:55:37.168988
S0185,Computer Vision,2,2025-08-15 13:55:37.168988
S0185,Optimization,3,2025-08-12 13:55:37.168988
S0186,Linear Algebra,3,2025-12-17 13:55:37.168988
S0186,Probability,8,2025-11-25 13:55:37.168988
S0186,Statistics,3,2025-12-12 13:55:37.168988
S0186,ML Basics,3,2025-11-21 13:55:37.168988
S0186,Deep Learning,3,2025-12-17 13:55:37.168988
S0186,NLP,3,2025-09-01 13:55:37.168988
S0186,Computer Vision,1,2025-09-22 13:55:37.168988
S0186,Optimization,5,2025-09-17 13:55:37.168988
S0187,Linear Algebra,4,2025-11-11 13:55:37.168988
S0187,Probability,5,2025-08-23 13:55:37.168988
S0187,Statistics,4,2025-10-10 13:55:37.168988
S0187,ML Basics,5,2025-09-19 13:55:37.168988
S0187,Deep Learning,2,2025-08-01 13:55:37.168988
S0187,NLP,1,2025-10-22 13:55:37.168988
S0187,Computer Vision,5,2025-10-22 13:55:37.168988
S0187,Optimization,2,2025-10-30 13:55:37.168988
S0188,Linear Algebra,5,2025-11-01 13:55:37.168988
S0188,Probability,4,2025-11-16 13:55:37.168988
S0188,Statistics,1,2025-10-21 13:55:37.168988
S0188,ML Basics,6,2025-10-11 13:55:37.168988
S0188,Deep Learning,1,2025-10-03 13:55:37.168988
S0188,NLP,5,2026-01-16 13:55:37.168988
S0188,Computer Vision,4,2026-01-07 13:55:37.168988
S0188,Optimization,6,2026-01-04 13:55:37.168988
S0189,Linear Algebra,5,2025-12-30 13:55:37.168988
S0189,Probability,2,2025-08-02 13:55:37.168988
