student_id,quiz_id,topic,score,max_score,date
S0069,QZ_ML ,ML Basics,51,100,2025-12-17 13:55:37.168988
S0069,QZ_ML ,ML Basics,26,100,2025-12-09 13:55:37.168988
S0069,QZ_ML ,ML Basics,27,100,2025-09-21 13:55:37.168988
S0069,QZ_DEE,Deep Learning,43,100,2025-08-14 13:55:37.168988
S0069,QZ_DEE,Deep Learning,66,100,2026-01-05 13:55:37.168988
S0069,QZ_NLP,NLP,42,100,2025-09-15 13:55:37.168988
S0069,QZ_NLP,NLP,27,100,2025-12-05 13:55:37.168988
S0069,QZ_COM,Computer Vision,73,100,2025-09-01 13:55:37.168988
S0069,QZ_COM,Computer Vision,46,100,2025-09-20 13:55:37.168988
S0069,QZ_OPT,Optimization,74,100,2025-11-28 13:55:37.168988
S0069,QZ_OPT,Optimization,92,100,2025-11-27 13:55:37.168988
S0070,QZ_LIN,Linear Algebra,90,100,2025-07-22 13:55:37.168988
S0070,QZ_LIN,Linear Algebra,45,100,2025-10-25 13:55:37.168988
S0070,QZ_LIN,Linear Algebra,30,100,2025-09-06 13:55:37.168988
S0070,QZ_PRO,Probability,49,100,2025-10-26 13:55:37.168988
S0070,QZ_PRO,Probability,71,100,2025-09-14 13:55:37.168988
S0070,QZ_STA,Statistics,26,100,2025-10-13 13:55:37.168988
S0070,QZ_STA,Statistics,84,100,2025-11-24 13:55:37.168988
S0070,QZ_ML ,ML Basics,82,100,2026-01-16 13:55:37.168988
S0070,QZ_ML ,ML Basics,61,100,2025-09-08 13:55:37.168988
S0070,QZ_ML ,ML Basics,45,100,2025-08-11 13:55:37.168988
S0070,QZ_DEE,Deep Learning,90,100,2025-08-12 13:55:37.168988
S0070,QZ_DEE,Deep Learning,32,100,2025-10-29 13:55:37.168988
S0070,QZ_NLP,NLP,44,100,2025-12-09 13:55:37.168988
S0070,QZ_NLP,NLP,86,100,2025-09-07 13:55:37.168988
S0070,QZ_COM,Computer Vision,85,100,2025-09-19 13:55:37.168988
S0070,QZ_COM,Computer Vision,69,100,2025-12-23 13:55:37.168988
S0070,QZ_OPT,Optimization,44,100,2025-11-19 13:55:37.168988
S0070,QZ_OPT,Optimization,31,100,2025-12-01 13:55:37.168988
S0070,QZ_OPT,Optimization,57,100,2025-10-12 13:55:37.168988
S0070,QZ_OPT,Optimization,40,100,2026-01-13 13:55:37.168988
S0071,QZ_LIN,Linear Algebra,93,100,2025-12-24 13:55:37.168988
S0071,QZ_LIN,Linear Algebra,74,100,2025-11-13 13:55:37.168988
S0071,QZ_LIN,Linear Algebra,91,100,2026-01-02 13:55:37.168988
S0071,QZ_PRO,Probability,70,100,2025-12-16 13:55:37.168988
S0071,QZ_PRO,Probability,85,100,2025-12-01 13:55:37.168988
S0071,QZ_PRO,Probability,60,100,2025-09-27 13:55:37.168988
S0071,QZ_STA,Statistics,34,100,2025-09-08 13:55:37.168988
S0071,QZ_STA,Statistics,52,100,2026-01-11 13:55:37.168988
S0071,QZ_STA,Statistics,48,100,2025-11-27 13:55:37.168988
S0071,QZ_ML ,ML Basics,60,100,2025-09-05 13:55:37.168988
S0071,QZ_ML ,ML Basics,32,100,2025-09-11 13:55:37.168988
S0071,QZ_ML ,ML Basics,61,100,2025-09-18 13:55:37.168988
S0071,QZ_ML ,ML Basics,26,100,2025-10-19 13:55:37.168988
S0071,QZ_DEE,Deep Learning,76,100,2025-08-05 13:55:37.168988
S0071,QZ_DEE,Deep Learning,89,100,2025-10-19 13:55:37.168988
S0071,QZ_DEE,Deep Learning,57,100,2025-12-13 13:55:37.168988
S0071,QZ_DEE,Deep Learning,27,100,2025-09-04 13:55:37.168988
S0071,QZ_NLP,NLP,86,100,2025-11-25 13:55:37.168988
S0071,QZ_NLP,NLP,89,100,2025-11-09 13:55:37.168988
S0071,QZ_NLP,NLP,61,100,2025-10-17 13:55:37.168988
S0071,QZ_COM,Computer Vision,57,100,2025-10-15 13:55:37.168988
S0071,QZ_COM,Computer Vision,51,100,2025-10-23 13:55:37.168988
S0071,QZ_OPT,Optimization,30,100,2025-10-30 13:55:37.168988
S0071,QZ_OPT,Optimization,86,100,2025-08-31 13:55:37.168988
S0071,QZ_OPT,Optimization,49,100,2025-11-14 13:55:37.168988
S0072,QZ_LIN,Linear Algebra,34,100,2025-12-09 13:55:37.168988
S0072,QZ_LIN,Linear Algebra,58,100,2025-11-08 13:55:37.168988
S0072,QZ_LIN,Linear Algebra,63,100,2025-12-05 13:55:37.168988
S0072,QZ_LIN,Linear Algebra,89,100,2025-08-13 13:55:37.168988
S0072,QZ_PRO,Probability,52,100,2025-12-24 13:55:37.168988
S0072,QZ_PRO,Probability,44,100,2025-12-22 13:55:37.168988
S0072,QZ_PRO,Probability,95,100,2025-08-06 13:55:37.168988
S0072,QZ_PRO,Probability,33,100,2025-11-04 13:55:37.168988
S0072,QZ_STA,Statistics,75,100,2026-01-09 13:55:37.168988
S0072,QZ_STA,Statistics,47,100,2025-09-20 13:55:37.168988
S0072,QZ_STA,Statistics,94,100,2026-01-16 13:55:37.168988
S0072,QZ_STA,Statistics,44,100,2025-11-01 13:55:37.168988
S0072,QZ_ML ,ML Basics,50,100,2025-08-21 13:55:37.168988
S0072,QZ_ML ,ML Basics,91,100,2026-01-08 13:55:37.168988
S0072,QZ_ML ,ML Basics,25,100,2025-11-26 13:55:37.168988
S0072,QZ_ML ,ML Basics,51,100,2025-12-30 13:55:37.168988
S0072,QZ_DEE,Deep Learning,55,100,2025-07-21 13:55:37.168988
S0072,QZ_DEE,Deep Learning,79,100,2025-12-18 13:55:37.168988
S0072,QZ_DEE,Deep Learning,57,100,2025-09-03 13:55:37.168988
S0072,QZ_NLP,NLP,92,100,2025-09-25 13:55:37.168988
S0072,QZ_NLP,NLP,51,100,2025-12-08 13:55:37.168988
S0072,QZ_NLP,NLP,42,100,2025-08-14 13:55:37.168988
S0072,QZ_NLP,NLP,98,100,2025-11-11 13:55:37.168988
S0072,QZ_COM,Computer Vision,29,100,2025-09-16 13:55:37.168988
S0072,QZ_COM,Computer Vision,89,100,2025-11-20 13:55:37.168988
S0072,QZ_COM,Computer Vision,45,100,2025-11-22 13:55:37.168988
S0072,QZ_OPT,Optimization,98,100,2025-08-23 13:55:37.168988
S0072,QZ_OPT,Optimization,26,100,2025-09-13 13:55:37.168988
S0072,QZ_OPT,Optimization,86,100,2025-11-29 13:55:37.168988
S0073,QZ_LIN,Linear Algebra,59,100,2025-09-12 13:55:37.168988
S0073,QZ_LIN,Linear Algebra,72,100,2025-09-12 13:55:37.168988
S0073,QZ_LIN,Linear Algebra,96,100,2025-10-06 13:55:37.168988
S0073,QZ_PRO,Probability,67,100,2025-10-22 13:55:37.168988
S0073,QZ_PRO,Probability,98,100,2025-09-19 13:55:37.168988
S0073,QZ_PRO,Probability,62,100,2025-08-11 13:55:37.168988
S0073,QZ_PRO,Probability,53,100,2025-10-24 13:55:37.168988
S0073,QZ_STA,Statistics,88,100,2025-11-06 13:55:37.168988
S0073,QZ_STA,Statistics,81,100,2025-08-24 13:55:37.168988
S0073,QZ_STA,Statistics,56,100,2025-09-24 13:55:37.168988
S0073,QZ_ML ,ML Basics,25,100,2025-12-17 13:55:37.168988
S0073,QZ_ML ,ML Basics,62,100,2025-11-18 13:55:37.168988
S0073,QZ_DEE,Deep Learning,84,100,2025-11-14 13:55:37.168988
S0073,QZ_DEE,Deep Learning,66,100,2025-09-13 13:55:37.168988
S0073,QZ_NLP,NLP,34,100,2025-10-19 13:55:37.168988
S0073,QZ_NLP,NLP,68,100,2025-10-28 13:55:37.168988
S0073,QZ_NLP,NLP,85,100,2025-10-14 13:55:37.168988
S0073,QZ_COM,Computer Vision,49,100,2026-01-14 13:55:37.168988
S0073,QZ_COM,Computer Vision,31,100,2025-11-20 13:55:37.168988
S0073,QZ_COM,Computer Vision,65,100,2025-11-12 13:55:37.168988
S0073,QZ_COM,Computer Vision,95,100,2025-10-14 13:55:37.168988
S0073,QZ_OPT,Optimization,54,100,2025-09-27 13:55:37.168988
S0073,QZ_OPT,Optimization,37,100,2025-08-11 13:55:37.168988
S0073,QZ_OPT,Optimization,48,100,2025-08-08 13:55:37.168988
S0074,QZ_LIN,Linear Algebra,55,100,2025-08-22 13:55:37.168988
S0074,QZ_LIN,Linear Algebra,36,100,2025-07-29 13:55:37.168988
S0074,QZ_PRO,Probability,89,100,2025-09-26 13:55:37.168988
S0074,QZ_PRO,Probability,63,100,2025-12-10 13:55:37.168988
S0074,QZ_PRO,Probability,37,100,2025-08-24 13:55:37.168988
S0074,QZ_PRO,Probability,99,100,2025-09-05 13:55:37.168988
S0074,QZ_STA,Statistics,57,100,2025-12-26 13:55:37.168988
S0074,QZ_STA,Statistics,99,100,2025-07-28 13:55:37.168988
S0074,QZ_STA,Statistics,27,100,2025-12-26 13:55:37.168988
S0074,QZ_ML ,ML Basics,47,100,2025-11-06 13:55:37.168988
S0074,QZ_ML ,ML Basics,67,100,2025-12-26 13:55:37.168988
S0074,QZ_DEE,Deep Learning,99,100,2025-12-17 13:55:37.168988
S0074,QZ_DEE,Deep Learning,27,100,2025-12-20 13:55:37.168988
S0074,QZ_NLP,NLP,27,100,2025-08-24 13:55:37.168988
S0074,QZ_NLP,NLP,71,100,2025-12-08 13:55:37.168988
S0074,QZ_NLP,NLP,76,100,2026-01-16 13:55:37.168988
S0074,QZ_NLP,NLP,63,100,2025-10-20 13:55:37.168988
S0074,QZ_COM,Computer Vision,38,100,2025-09-16 13:55:37.168988
S0074,QZ_COM,Computer Vision,75,100,2025-10-20 13:55:37.168988
S0074,QZ_COM,Computer Vision,83,100,2026-01-08 13:55:37.168988
S0074,QZ_OPT,Optimization,95,100,2025-10-09 13:55:37.168988
S0074,QZ_OPT,Optimization,33,100,2025-12-02 13:55:37.168988
S0074,QZ_OPT,Optimization,25,100,2025-12-13 13:55:37.168988
S0074,QZ_OPT,Optimization,82,100,2025-11-13 13:55:37.168988
S0075,QZ_LIN,Linear Algebra,97,100,2025-11-01 13:55:37.168988
S0075,QZ_LIN,Linear Algebra,63,100,2025-09-16 13:55:37.168988
S0075,QZ_PRO,Probability,96,100,2025-12-04 13:55:37.168988
S0075,QZ_PRO,Probability,68,100,2025-11-26 13:55:37.168988
S0075,QZ_PRO,Probability,41,100,2025-08-14 13:55:37.168988
S0075,QZ_STA,Statistics,87,100,2025-12-23 13:55:37.168988
S0075,QZ_STA,Statistics,50,100,2026-01-02 13:55:37.168988
S0075,QZ_ML ,ML Basics,62,100,2025-08-21 13:55:37.168988
S0075,QZ_ML ,ML Basics,73,100,2025-08-06 13:55:37.168988
S0075,QZ_ML ,ML Basics,35,100,2025-12-06 13:55:37.168988
S0075,QZ_ML ,ML Basics,49,100,2025-09-11 13:55:37.168988
S0075,QZ_DEE,Deep Learning,34,100,2025-12-18 13:55:37.168988
S0075,QZ_DEE,Deep Learning,59,100,2025-07-24 13:55:37.168988
S0075,QZ_DEE,Deep Learning,90,100,2026-01-01 13:55:37.168988
S0075,QZ_NLP,NLP,48,100,2025-12-07 13:55:37.168988
S0075,QZ_NLP,NLP,41,100,2025-11-03 13:55:37.168988
S0075,QZ_NLP,NLP,62,100,2026-01-12 13:55:37.168988
S0075,QZ_NLP,NLP,42,100,2025-12-31 13:55:37.168988
S0075,QZ_COM,Computer Vision,94,100,2025-10-26 13:55:37.168988
S0075,QZ_COM,Computer Vision,38,100,2025-09-17 13:55:37.168988
S0075,QZ_OPT,Optimization,95,100,2025-11-16 13:55:37.168988
S0075,QZ_OPT,Optimization,98,100,2025-10-26 13:55:37.168988
S0075,QZ_OPT,Optimization,89,100,2025-09-13 13:55:37.168988
S0076,QZ_LIN,Linear Algebra,63,100,2025-09-19 13:55:37.168988
S0076,QZ_LIN,Linear Algebra,93,100,2025-11-08 13:55:37.168988
S0076,QZ_LIN,Linear Algebra,60,100,2025-11-13 13:55:37.168988
S0076,QZ_LIN,Linear Algebra,74,100,2025-09-09 13:55:37.168988
S0076,QZ_PRO,Probability,48,100,2025-11-15 13:55:37.168988
S0076,QZ_PRO,Probability,54,100,2025-11-29 13:55:37.168988
S0076,QZ_PRO,Probability,95,100,2025-10-01 13:55:37.168988
S0076,QZ_STA,Statistics,75,100,2025-09-17 13:55:37.168988
S0076,QZ_STA,Statistics,89,100,2025-10-09 13:55:37.168988
S0076,QZ_STA,Statistics,85,100,2025-12-08 13:55:37.168988
S0076,QZ_ML ,ML Basics,62,100,2025-12-18 13:55:37.168988
S0076,QZ_ML ,ML Basics,29,100,2025-08-20 13:55:37.168988
S0076,QZ_ML ,ML Basics,33,100,2025-09-21 13:55:37.168988
S0076,QZ_ML ,ML Basics,35,100,2026-01-13 13:55:37.168988
S0076,QZ_DEE,Deep Learning,77,100,2025-12-10 13:55:37.168988
S0076,QZ_DEE,Deep Learning,37,100,2025-11-04 13:55:37.168988
S0076,QZ_NLP,NLP,53,100,2026-01-02 13:55:37.168988
S0076,QZ_NLP,NLP,53,100,2025-08-26 13:55:37.168988
S0076,QZ_COM,Computer Vision,48,100,2025-10-24 13:55:37.168988
S0076,QZ_COM,Computer Vision,36,100,2025-11-19 13:55:37.168988
S0076,QZ_COM,Computer Vision,80,100,2025-10-05 13:55:37.168988
S0076,QZ_COM,Computer Vision,44,100,2025-12-15 13:55:37.168988
S0076,QZ_OPT,Optimization,73,100,2026-01-09 13:55:37.168988
S0076,QZ_OPT,Optimization,53,100,2025-11-12 13:55:37.168988
S0076,QZ_OPT,Optimization,91,100,2025-11-28 13:55:37.168988
S0077,QZ_LIN,Linear Algebra,93,100,2025-11-30 13:55:37.168988
S0077,QZ_LIN,Linear Algebra,27,100,2025-08-30 13:55:37.168988
S0077,QZ_LIN,Linear Algebra,61,100,2025-07-23 13:55:37.168988
S0077,QZ_LIN,Linear Algebra,44,100,2025-11-10 13:55:37.168988
S0077,QZ_PRO,Probability,47,100,2025-08-23 13:55:37.168988
S0077,QZ_PRO,Probability,62,100,2025-12-14 13:55:37.168988
S0077,QZ_STA,Statistics,85,100,2025-09-03 13:55:37.168988
S0077,QZ_STA,Statistics,60,100,2025-11-29 13:55:37.168988
S0077,QZ_STA,Statistics,81,100,2025-09-27 13:55:37.168988
S0077,QZ_STA,Statistics,94,100,2025-09-08 13:55:37.168988
S0077,QZ_ML ,ML Basics,44,100,2025-10-05 13:55:37.168988
S0077,QZ_ML ,ML Basics,37,100,2025-08-31 13:55:37.168988
S0077,QZ_ML ,ML Basics,46,100,2025-07-21 13:55:37.168988
S0077,QZ_DEE,Deep Learning,87,100,2025-10-11 13:55:37.168988
S0077,QZ_DEE,Deep Learning,33,100,2025-12-08 13:55:37.168988
S0077,QZ_DEE,Deep Learning,95,100,2025-11-22 13:55:37.168988
S0077,QZ_NLP,NLP,29,100,2025-10-19 13:55:37.168988
S0077,QZ_NLP,NLP,35,100,2025-11-13 13:55:37.168988
S0077,QZ_NLP,NLP,76,100,2025-12-02 13:55:37.168988
S0077,QZ_NLP,NLP,58,100,2025-07-25 13:55:37.168988
S0077,QZ_COM,Computer Vision,76,100,2025-08-24 13:55:37.168988
S0077,QZ_COM,Computer Vision,44,100,2025-10-01 13:55:37.168988
S0077,QZ_OPT,Optimization,26,100,2025-10-20 13:55:37.168988
S0077,QZ_OPT,Optimization,25,100,2025-08-06 13:55:37.168988
S0077,QZ_OPT,Optimization,60,100,2025-11-07 13:55:37.168988
S0077,QZ_OPT,Optimization,55,100,2025-10-20 13:55:37.168988
S0078,QZ_LIN,Linear Algebra,35,100,2025-12-21 13:55:37.168988
S0078,QZ_LIN,Linear Algebra,92,100,2025-11-12 13:55:37.168988
S0078,QZ_LIN,Linear Algebra,36,100,2025-10-23 13:55:37.168988
S0078,QZ_LIN,Linear Algebra,96,100,2025-10-10 13:55:37.168988
S0078,QZ_PRO,Probability,81,100,2025-12-26 13:55:37.168988
S0078,QZ_PRO,Probability,99,100,2025-11-08 13:55:37.168988
S0078,QZ_PRO,Probability,32,100,2025-11-23 13:55:37.168988
S0078,QZ_PRO,Probability,55,100,2025-07-25 13:55:37.168988
S0078,QZ_STA,Statistics,83,100,2025-12-18 13:55:37.168988
S0078,QZ_STA,Statistics,40,100,2025-11-27 13:55:37.168988
S0078,QZ_STA,Statistics,58,100,2025-12-21 13:55:37.168988
S0078,QZ_ML ,ML Basics,39,100,2025-12-16 13:55:37.168988
S0078,QZ_ML ,ML Basics,66,100,2025-10-02 13:55:37.168988
S0078,QZ_ML ,ML Basics,89,100,2025-11-02 13:55:37.168988
S0078,QZ_DEE,Deep Learning,81,100,2025-12-16 13:55:37.168988
S0078,QZ_DEE,Deep Learning,72,100,2025-12-05 13:55:37.168988
S0078,QZ_DEE,Deep Learning,25,100,2026-01-06 13:55:37.168988
S0078,QZ_NLP,NLP,65,100,2025-11-05 13:55:37.168988
S0078,QZ_NLP,NLP,85,100,2026-01-12 13:55:37.168988
S0078,QZ_NLP,NLP,52,100,2025-11-07 13:55:37.168988
S0078,QZ_NLP,NLP,74,100,2026-01-06 13:55:37.168988
S0078,QZ_COM,Computer Vision,82,100,2025-11-06 13:55:37.168988
S0078,QZ_COM,Computer Vision,73,100,2025-09-15 13:55:37.168988
S0078,QZ_OPT,Optimization,85,100,2025-12-30 13:55:37.168988
S0078,QZ_OPT,Optimization,33,100,2025-11-01 13:55:37.168988
S0078,QZ_OPT,Optimization,26,100,2025-08-08 13:55:37.168988
S0079,QZ_LIN,Linear Algebra,45,100,2025-08-22 13:55:37.168988
S0079,QZ_LIN,Linear Algebra,78,100,2025-09-13 13:55:37.168988
S0079,QZ_LIN,Linear Algebra,70,100,2025-10-05 13:55:37.168988
S0079,QZ_LIN,Linear Algebra,71,100,2025-12-03 13:55:37.168988
S0079,QZ_PRO,Probability,99,100,2025-07-28 13:55:37.168988
S0079,QZ_PRO,Probability,34,100,2025-11-05 13:55:37.168988
S0079,QZ_PRO,Probability,91,100,2025-08-23 13:55:37.168988
S0079,QZ_STA,Statistics,25,100,2025-08-02 13:55:37.168988
S0079,QZ_STA,Statistics,50,100,2025-09-22 13:55:37.168988
S0079,QZ_STA,Statistics,75,100,2025-08-21 13:55:37.168988
S0079,QZ_STA,Statistics,25,100,2025-12-18 13:55:37.168988
S0079,QZ_ML ,ML Basics,58,100,2025-12-26 13:55:37.168988
S0079,QZ_ML ,ML Basics,25,100,2025-12-14 13:55:37.168988
S0079,QZ_ML ,ML Basics,69,100,2025-11-03 13:55:37.168988
S0079,QZ_ML ,ML Basics,95,100,2025-08-22 13:55:37.168988
S0079,QZ_DEE,Deep Learning,87,100,2025-08-04 13:55:37.168988
S0079,QZ_DEE,Deep Learning,57,100,2025-08-08 13:55:37.168988
S0079,QZ_DEE,Deep Learning,38,100,2025-08-09 13:55:37.168988
S0079,QZ_NLP,NLP,63,100,2025-10-18 13:55:37.168988
S0079,QZ_NLP,NLP,96,100,2025-12-05 13:55:37.168988
S0079,QZ_NLP,NLP,56,100,2025-11-15 13:55:37.168988
S0079,QZ_NLP,NLP,79,100,2025-09-24 13:55:37.168988
S0079,QZ_COM,Computer Vision,98,100,2025-09-19 13:55:37.168988
S0079,QZ_COM,Computer Vision,67,100,2025-09-15 13:55:37.168988
S0079,QZ_COM,Computer Vision,43,100,2025-09-29 13:55:37.168988
S0079,QZ_OPT,Optimization,87,100,2025-09-04 13:55:37.168988
S0079,QZ_OPT,Optimization,73,100,2025-10-26 13:55:37.168988
S0079,QZ_OPT,Optimization,77,100,2025-08-27 13:55:37.168988
S0079,QZ_OPT,Optimization,98,100,2025-11-19 13:55:37.168988
S0080,QZ_LIN,Linear Algebra,84,100,2025-11-20 13:55:37.168988
S0080,QZ_LIN,Linear Algebra,36,100,2025-11-26 13:55:37.168988
S0080,QZ_LIN,Linear Algebra,32,100,2025-09-18 13:55:37.168988
S0080,QZ_PRO,Probability,42,100,2026-01-09 13:55:37.168988
S0080,QZ_PRO,Probability,56,100,2025-11-16 13:55:37.168988
S0080,QZ_PRO,Probability,71,100,2025-09-18 13:55:37.168988
S0080,QZ_STA,Statistics,38,100,2025-10-22 13:55:37.168988
S0080,QZ_STA,Statistics,29,100,2025-10-11 13:55:37.168988
S0080,QZ_ML ,ML Basics,99,100,2025-10-15 13:55:37.168988
S0080,QZ_ML ,ML Basics,75,100,2025-09-06 13:55:37.168988
S0080,QZ_ML ,ML Basics,95,100,2025-08-23 13:55:37.168988
S0080,QZ_DEE,Deep Learning,30,100,2025-12-31 13:55:37.168988
S0080,QZ_DEE,Deep Learning,46,100,2025-11-22 13:55:37.168988
S0080,QZ_DEE,Deep Learning,99,100,2025-10-24 13:55:37.168988
S0080,QZ_DEE,Deep Learning,68,100,2025-10-16 13:55:37.168988
S0080,QZ_NLP,NLP,98,100,2025-10-03 13:55:37.168988
S0080,QZ_NLP,NLP,90,100,2025-08-30 13:55:37.168988
S0080,QZ_NLP,NLP,47,100,2025-09-23 13:55:37.168988
S0080,QZ_COM,Computer Vision,64,100,2025-08-10 13:55:37.168988
S0080,QZ_COM,Computer Vision,25,100,2025-12-26 13:55:37.168988
S0080,QZ_COM,Computer Vision,56,100,2025-11-16 13:55:37.168988
S0080,QZ_OPT,Optimization,84,100,2025-08-24 13:55:37.168988
S0080,QZ_OPT,Optimization,76,100,2025-11-13 13:55:37.168988
S0080,QZ_OPT,Optimization,55,100,2026-01-08 13:55:37.168988
S0081,QZ_LIN,Linear Algebra,96,100,2025-10-27 13:55:37.168988
S0081,QZ_LIN,Linear Algebra,91,100,2025-10-20 13:55:37.168988
S0081,QZ_LIN,Linear Algebra,95,100,2025-10-11 13:55:37.168988
S0081,QZ_LIN,Linear Algebra,25,100,2026-01-09 13:55:37.168988
S0081,QZ_PRO,Probability,47,100,2025-10-19 13:55:37.168988
S0081,QZ_PRO,Probability,99,100,2025-12-16 13:55:37.168988
S0081,QZ_PRO,Probability,59,100,2025-08-17 13:55:37.168988
S0081,QZ_PRO,Probability,88,100,2025-10-30 13:55:37.168988
S0081,QZ_STA,Statistics,78,100,2025-07-22 13:55:37.168988
S0081,QZ_STA,Statistics,31,100,2025-09-07 13:55:37.168988
S0081,QZ_ML ,ML Basics,25,100,2025-08-10 13:55:37.168988
S0081,QZ_ML ,ML Basics,91,100,2025-09-08 13:55:37.168988
S0081,QZ_DEE,Deep Learning,50,100,2025-07-23 13:55:37.168988
S0081,QZ_DEE,Deep Learning,76,100,2025-12-18 13:55:37.168988
S0081,QZ_DEE,Deep Learning,32,100,2025-11-22 13:55:37.168988
S0081,QZ_NLP,NLP,46,100,2025-10-17 13:55:37.168988
S0081,QZ_NLP,NLP,83,100,2025-07-27 13:55:37.168988
S0081,QZ_COM,Computer Vision,35,100,2025-08-19 13:55:37.168988
S0081,QZ_COM,Computer Vision,79,100,2025-07-28 13:55:37.168988
S0081,QZ_COM,Computer Vision,36,100,2025-10-04 13:55:37.168988
S0081,QZ_OPT,Optimization,38,100,2025-07-24 13:55:37.168988
S0081,QZ_OPT,Optimization,80,100,2025-12-23 13:55:37.168988
S0081,QZ_OPT,Optimization,26,100,2025-08-09 13:55:37.168988
S0082,QZ_LIN,Linear Algebra,29,100,2025-11-21 13:55:37.168988
S0082,QZ_LIN,Linear Algebra,56,100,2025-08-16 13:55:37.168988
S0082,QZ_LIN,Linear Algebra,87,100,2025-07-31 13:55:37.168988
S0082,QZ_PRO,Probability,38,100,2025-10-23 13:55:37.168988
S0082,QZ_PRO,Probability,83,100,2025-08-03 13:55:37.168988
S0082,QZ_PRO,Probability,64,100,2025-07-22 13:55:37.168988
S0082,QZ_STA,Statistics,51,100,2026-01-04 13:55:37.168988
S0082,QZ_STA,Statistics,51,100,2025-12-30 13:55:37.168988
S0082,QZ_STA,Statistics,70,100,2026-01-02 13:55:37.168988
S0082,QZ_STA,Statistics,38,100,2025-11-23 13:55:37.168988
S0082,QZ_ML ,ML Basics,75,100,2025-11-10 13:55:37.168988
S0082,QZ_ML ,ML Basics,39,100,2025-08-18 13:55:37.168988
S0082,QZ_ML ,ML Basics,27,100,2025-08-09 13:55:37.168988
S0082,QZ_DEE,Deep Learning,56,100,2025-08-31 13:55:37.168988
S0082,QZ_DEE,Deep Learning,57,100,2025-09-20 13:55:37.168988
S0082,QZ_DEE,Deep Learning,52,100,2025-12-17 13:55:37.168988
S0082,QZ_DEE,Deep Learning,35,100,2026-01-11 13:55:37.168988
S0082,QZ_NLP,NLP,56,100,2025-11-16 13:55:37.168988
S0082,QZ_NLP,NLP,58,100,2025-12-01 13:55:37.168988
S0082,QZ_NLP,NLP,69,100,2026-01-09 13:55:37.168988
S0082,QZ_NLP,NLP,98,100,2025-12-10 13:55:37.168988
S0082,QZ_COM,Computer Vision,93,100,2025-09-16 13:55:37.168988
S0082,QZ_COM,Computer Vision,74,100,2025-11-12 13:55:37.168988
S0082,QZ_OPT,Optimization,95,100,2025-11-28 13:55:37.168988
S0082,QZ_OPT,Optimization,88,100,2025-11-23 13:55:37.168988
S0082,QZ_OPT,Optimization,57,100,2025-08-18 13:55:37.168988
S0083,QZ_LIN,Linear Algebra,81,100,2025-12-21 13:55:37.168988
S0083,QZ_LIN,Linear Algebra,62,100,2025-11-28 13:55:37.168988
S0083,QZ_LIN,Linear Algebra,59,100,2025-12-07 13:55:37.168988
S0083,QZ_PRO,Probability,79,100,2025-10-03 13:55:37.168988
S0083,QZ_PRO,Probability,30,100,2025-10-30 13:55:37.168988
S0083,QZ_STA,Statistics,98,100,2025-10-17 13:55:37.168988
S0083,QZ_STA,Statistics,65,100,2025-11-04 13:55:37.168988
S0083,QZ_ML ,ML Basics,98,100,2025-08-17 13:55:37.168988
S0083,QZ_ML ,ML Basics,47,100,2025-09-26 13:55:37.168988
S0083,QZ_DEE,Deep Learning,95,100,2025-10-03 13:55:37.168988
S0083,QZ_DEE,Deep Learning,87,100,2026-01-14 13:55:37.168988
S0083,QZ_DEE,Deep Learning,62,100,2025-11-27 13:55:37.168988
S0083,QZ_DEE,Deep Learning,66,100,2025-07-21 13:55:37.168988
S0083,QZ_NLP,NLP,86,100,2025-12-18 13:55:37.168988
S0083,QZ_NLP,NLP,38,100,2025-08-02 13:55:37.168988
S0083,QZ_COM,Computer Vision,74,100,2025-11-21 13:55:37.168988
S0083,QZ_COM,Computer Vision,99,100,2025-11-12 13:55:37.168988
S0083,QZ_COM,Computer Vision,80,100,2026-01-13 13:55:37.168988
S0083,QZ_OPT,Optimization,64,100,2025-10-11 13:55:37.168988
S0083,QZ_OPT,Optimization,74,100,2025-09-15 13:55:37.168988
S0084,QZ_LIN,Linear Algebra,34,100,2025-10-28 13:55:37.168988
S0084,QZ_LIN,Linear Algebra,95,100,2025-10-05 13:55:37.168988
S0084,QZ_PRO,Probability,49,100,2025-12-04 13:55:37.168988
S0084,QZ_PRO,Probability,25,100,2025-12-21 13:55:37.168988
S0084,QZ_PRO,Probability,30,100,2025-08-25 13:55:37.168988
S0084,QZ_PRO,Probability,57,100,2025-11-19 13:55:37.168988
S0084,QZ_STA,Statistics,79,100,2026-01-11 13:55:37.168988
S0084,QZ_STA,Statistics,60,100,2025-11-02 13:55:37.168988
S0084,QZ_ML ,ML Basics,72,100,2025-09-29 13:55:37.168988
S0084,QZ_ML ,ML Basics,30,100,2025-08-03 13:55:37.168988
S0084,QZ_ML ,ML Basics,92,100,2025-10-07 13:55:37.168988
S0084,QZ_ML ,ML Basics,97,100,2025-12-12 13:55:37.168988
S0084,QZ_DEE,Deep Learning,36,100,2025-08-30 13:55:37.168988
S0084,QZ_DEE,Deep Learning,95,100,2025-09-28 13:55:37.168988
S0084,QZ_DEE,Deep Learning,95,100,2026-01-04 13:55:37.168988
S0084,QZ_DEE,Deep Learning,73,100,2025-08-27 13:55:37.168988
S0084,QZ_NLP,NLP,68,100,2025-09-29 13:55:37.168988
